Employee ID,Name,Age,Gender,Department,Position,Manager,Contact Information,Emergency Contact,Leave Type,Reason for Leave,Leave Start Date,Leave End Date,Return to Work Date,Duration,Leave Request Date,Approval Status,Leave Approval Date,Notification Method,Substitute/Backup Employee,Training Required,Previous Leave History,Leave Balance,Annual Leave Quota,Remote Work Option,Health Status,Comments from HR,Document Attachment,Cost Center
4eb41969-fcec-4423-98ef-e26a7e7afa33,Brian Ritter,43,Other,Marketing,Television floor manager,Daniel Ferguson,001-566-569-7403x46987,896.246.9945x31744,Maternity,Vacation travel,2023-08-16,2023-08-30,2023-08-31,14,2023-08-06,Approved,2023-08-15,Email,Robert Fox,True,3 leaves in the past year,11,14,True,Good,No comments,None,"Smith, Phillips and Russell"
535555ab-69c6-4ad4-b8ef-cc326ab49b8e,Billy Day,38,Male,IT,Clinical cytogeneticist,Christine Lopez,388-801-0182x042,749-546-2104,Sick,Educational course,2024-02-28,2024-03-20,2024-03-21,21,2024-02-21,Denied,2024-02-24,Phone call,Brittany Wright,True,2 leaves in the past year,25,21,False,Good,No comments,None,Brown-Lee
0217cb83-dba0-4a3d-8a25-556adca13331,Kevin Rice,40,Other,IT,Magazine journalist,Steven Larsen,(769)702-1137,464-883-2019x4262,Sick,Family obligation,2024-03-14,2024-03-31,2024-04-01,17,2024-03-10,Denied,2024-03-14,Phone call,April Anderson,False,2 leaves in the past year,3,28,False,Good,Please update contact details,None,"Ballard, Clark and Thompson"
eb0f5fed-fc61-40b4-9ed0-b99c22595a14,Rebecca Evans,59,Male,Marketing,Best boy,Zachary Clay,(349)462-2515x902,(594)549-0351,Annual,Educational course,2023-08-28,2023-09-24,2023-09-25,27,2023-08-24,Denied,2023-08-26,Phone call,Derek King,False,1 leaves in the past year,3,18,False,Good,Requires follow-up,None,"Baker, Berry and Glover"
a6988f11-052e-404c-b1c3-71329a8744c2,Angela Chaney,64,Female,HR,Museum education officer,Madison Adams,(667)880-2168x088,(215)569-5584,Maternity,Educational course,2024-04-13,2024-04-26,2024-04-27,13,2024-04-12,Denied,2024-04-10,Phone call,Christopher Robinson,False,2 leaves in the past year,27,27,False,Good,No comments,None,Knight-Cox
7b9edee2-c610-41ef-bb45-de4a526056df,Ryan Allen,64,Male,HR,Lobbyist,Scott Mays,969.349.6790x0882,511.911.9473x35213,Paternity,Medical treatment,2023-07-07,2023-07-22,2023-07-23,15,2023-06-29,Denied,2023-07-04,Phone call,Jonathan Huynh,False,1 leaves in the past year,22,25,True,Good,No comments,None,Perez and Sons
3f269afc-7c1b-4c5a-8d2f-3e3263740eff,Courtney Anderson,21,Male,IT,Chiropodist,Jack Stevenson,+1-827-479-9625x268,+1-390-896-5670x5737,Paternity,Educational course,2024-01-30,2024-02-02,2024-02-03,3,2024-01-22,Approved,2024-01-27,Email,Rebecca Martin,True,1 leaves in the past year,19,17,False,Good,No comments,None,Harris-Cohen
839fe414-cdab-45b2-9d16-6a446a4b1c6d,Kristin Rodgers,44,Female,Sales,"Scientist, audiological",Mr. John Bell,(224)554-3551x7309,427-353-6254,Maternity,Vacation travel,2024-03-05,2024-03-25,2024-03-26,20,2024-02-28,Denied,2024-03-03,Email,Shelby Alexander,False,4 leaves in the past year,23,12,False,Good,No comments,tend.txt,"Calhoun, Skinner and Daniel"
fc843d2f-9436-4ce3-ac15-4646400597f5,Charles Tanner III,40,Male,Operations,Sports development officer,Samantha Kennedy,001-823-406-9250,6222156080,Maternity,Medical treatment,2023-11-04,2023-11-05,2023-11-06,1,2023-10-29,Approved,2023-11-02,Phone call,Antonio Collins,True,4 leaves in the past year,5,23,True,Good,No comments,None,Cabrera PLC
c261e7f9-67eb-4b89-a032-424f05cf968f,Tony Fuller,23,Other,Sales,Financial planner,Robyn Jackson,(693)831-7228,318.914.8189,Sick,Family obligation,2023-11-16,2023-11-22,2023-11-23,6,2023-11-13,Denied,2023-11-13,Email,Lauren Novak,True,1 leaves in the past year,26,26,False,Good,Reviewed,None,"Davis, Hensley and Brennan"
fd6d74d5-00f3-4fbc-8da9-2ed69416f3aa,Justin Cox,62,Male,IT,Event organiser,Logan Hendrix,(432)699-7680x593,845.388.5861x337,Sick,Educational course,2024-01-18,2024-02-12,2024-02-13,25,2024-01-16,Denied,2024-01-16,Email,Justin Smith,False,0 leaves in the past year,13,14,True,Good,No issues,None,Thomas-Smith
23b7183a-0142-4e13-aac4-29f184760dec,Robert Johnson,27,Other,Operations,"Lecturer, further education",Ruth Bailey,(589)236-7657,827-924-7241,Maternity,Educational course,2023-07-14,2023-07-19,2023-07-20,5,2023-07-09,Approved,2023-07-12,Phone call,Thomas Golden,True,3 leaves in the past year,25,26,True,Good,No comments,None,Neal Ltd
19dd9d29-78a2-4e8d-b21f-c7d315ea8434,Ernest Crosby,32,Other,IT,"Accountant, chartered",Brandon Fuentes,(839)916-0598,3026268918,Paternity,Family obligation,2023-10-05,2023-10-28,2023-10-29,23,2023-09-25,Denied,2023-10-01,Phone call,Patrick Fletcher,False,3 leaves in the past year,7,21,True,Good,Requires follow-up,None,Becker Ltd
9043408a-7abb-482d-8006-0c20bd184c91,Jeanette Harris,44,Male,Sales,Exhibition designer,Christian Hernandez,(822)273-8080,(791)272-8378x9139,Annual,Family obligation,2024-04-03,2024-04-27,2024-04-28,24,2024-03-24,Approved,2024-03-30,Phone call,Alvin Gates,False,4 leaves in the past year,0,29,True,Good,No comments,None,"Richards, Jones and Baird"
3d438a80-40cd-4c82-a76a-302cfced6f43,Betty Villarreal,41,Male,Operations,Management consultant,Angelica Lopez,312.518.3429,210-982-4303,Maternity,Educational course,2023-06-21,2023-07-12,2023-07-13,21,2023-06-20,Approved,2023-06-18,Email,William Mcdonald,False,4 leaves in the past year,23,15,True,Good,No issues,None,Morris Ltd
364a3ec8-bd39-4b76-ab40-7f0385317c28,William Smith,63,Other,Operations,"Engineer, aeronautical",Melissa Alvarez,+1-388-477-8001,8426236220,Maternity,Family obligation,2024-04-30,2024-05-23,2024-05-24,23,2024-04-24,Denied,2024-04-28,Phone call,Mary Jenkins DDS,False,1 leaves in the past year,16,22,True,Good,No comments,None,"Quinn, Casey and Barnett"
a546e55f-b76d-46a7-9a79-0cb9acc446ed,Maria Johnson,50,Male,HR,Financial planner,Keith Graham,737.218.5732,+1-350-929-5615x09018,Sick,Vacation travel,2023-07-10,2023-07-31,2023-08-01,21,2023-07-08,Approved,2023-07-05,Phone call,Yvonne Khan,False,3 leaves in the past year,18,16,True,Good,No comments,eye.gif,Bell Group
3b556691-2cce-4abf-8e51-c51114abab2d,Timothy Gentry,47,Other,Operations,Futures trader,Joseph Young,(634)704-4143,367-720-4709x1778,Paternity,Family obligation,2023-10-09,2023-11-01,2023-11-02,23,2023-09-29,Approved,2023-10-06,Phone call,Anna Gray,True,0 leaves in the past year,18,17,True,Good,No issues,None,"Johnson, Anderson and Rios"
63f3e2e4-3f18-46bb-a33e-7cf6d63e0240,Benjamin Freeman,36,Male,Marketing,"Administrator, Civil Service",Daniel Pugh,(678)311-0494,(995)869-2541x5230,Paternity,Educational course,2024-03-04,2024-03-14,2024-03-15,10,2024-02-26,Approved,2024-03-01,Email,Betty Perez,True,2 leaves in the past year,12,26,False,Good,Please update contact details,record.mov,"Lopez, Gonzalez and Vargas"
80c34918-7ea0-4c34-bbeb-f074139d06ad,Joshua Harris,34,Other,Sales,"Surveyor, commercial/residential",Carolyn Stevens,001-823-953-7166x320,7967185551,Annual,Medical treatment,2023-06-03,2023-06-12,2023-06-13,9,2023-05-31,Denied,2023-05-31,Email,Rebecca Tanner,True,0 leaves in the past year,15,30,False,Good,Please update contact details,None,Fuller-Poole
8c706a87-97a4-4b6c-87fd-b58ff14f6e85,Brendan Howell,18,Other,Operations,Clinical embryologist,Michael Lewis,(332)560-7682x9486,953.558.8826x7852,Sick,Medical treatment,2024-04-11,2024-05-02,2024-05-03,21,2024-04-05,Denied,2024-04-07,Phone call,Frank Meyers,True,1 leaves in the past year,22,14,True,Good,No comments,think.mov,"Gonzales, Rowe and Mcdonald"
3810cf11-84f9-406e-8166-015f758b2b6f,Susan Williamson,36,Male,Operations,Accommodation manager,Robert Nelson,001-558-359-6521x1834,660-919-3350,Maternity,Family obligation,2023-07-22,2023-07-31,2023-08-01,9,2023-07-12,Approved,2023-07-19,Phone call,Luke Robinson,False,4 leaves in the past year,0,13,True,Good,No comments,None,Simmons PLC
47fb4140-d3f7-452e-bac0-2aa0751bbded,Derek Cummings,64,Female,Operations,Air broker,Joseph Ochoa,001-501-688-2359,800.667.8312,Annual,Vacation travel,2023-08-25,2023-08-27,2023-08-28,2,2023-08-21,Denied,2023-08-20,Phone call,Rebecca Johnston,True,2 leaves in the past year,29,25,True,Good,No comments,None,Cherry Ltd
c46c9921-41e1-4122-a81f-cf2047f5d2da,Joe Haas,49,Male,Sales,Industrial buyer,John Martinez,5139683450,583.517.2137,Annual,Educational course,2023-05-09,2023-05-31,2023-06-01,22,2023-05-08,Denied,2023-05-06,Email,Kimberly Parker,False,0 leaves in the past year,28,30,True,Good,No comments,nothing.mp4,"Cardenas, Hicks and Woods"
f38576fd-3c59-44cb-8a3b-b65d9833f5e2,Joel Jones,45,Female,Sales,"Engineer, technical sales",Jonathan Gordon,001-294-848-9786x4225,586-449-6006,Sick,Medical treatment,2023-12-26,2024-01-23,2024-01-24,28,2023-12-19,Approved,2023-12-22,Email,Janet Saunders,True,2 leaves in the past year,30,13,False,Good,Please update contact details,day.css,Fritz Ltd
c111ab30-5cfd-4a5b-a972-4fe541961e0c,Philip Brown,18,Male,Operations,Learning mentor,Kimberly Mitchell,001-469-744-9794x995,666.392.4116,Sick,Medical treatment,2023-10-08,2023-11-04,2023-11-05,27,2023-10-06,Approved,2023-10-08,Email,Sean Bradley,True,4 leaves in the past year,28,25,True,Good,No comments,None,Reed LLC
86e0014c-5957-4a1f-b6e3-3486f0e542ac,David Whitehead,34,Other,Operations,Restaurant manager,Caroline Anderson,(431)354-4570x3144,+1-573-855-9139x3639,Annual,Medical treatment,2023-10-14,2023-10-22,2023-10-23,8,2023-10-05,Denied,2023-10-09,Phone call,Maureen Huang,False,3 leaves in the past year,19,11,False,Good,No comments,every.mp4,Cummings-Baker
a458b539-9578-4f15-bb6a-039ae9d05130,Paul Terry,37,Male,Sales,Television production assistant,Amanda Campbell,(659)588-6757x430,001-573-673-0184x837,Sick,Medical treatment,2023-11-29,2023-12-09,2023-12-10,10,2023-11-23,Approved,2023-11-25,Email,Veronica Perry DDS,True,5 leaves in the past year,5,30,True,Good,No comments,None,Cardenas-Gonzalez
26833649-0631-4c76-9213-b8e358dfb61c,Samantha Armstrong,46,Male,HR,Chief Technology Officer,William Farley,001-799-462-8606x75890,454-364-9222,Annual,Medical treatment,2024-01-06,2024-01-27,2024-01-28,21,2023-12-31,Denied,2024-01-01,Phone call,Timothy Miranda,True,1 leaves in the past year,0,16,True,Good,No comments,None,"Bailey, Lozano and Carr"
408e0f29-8be7-4abd-acd4-89d834e54c0b,Brian Walker,36,Female,Sales,"Therapist, horticultural",Thomas Sanchez,+1-572-643-6401x82968,423-705-6862,Sick,Family obligation,2023-05-22,2023-06-20,2023-06-21,29,2023-05-17,Approved,2023-05-21,Phone call,Haley Ferguson,False,2 leaves in the past year,23,30,False,Good,No comments,cover.mp4,Williams Ltd
a730e0e4-ee48-4e02-8e83-00531f081121,Andrew Jones,31,Female,Sales,Waste management officer,Kathy Garcia,971.527.8829x62048,481.308.2101,Annual,Medical treatment,2023-10-23,2023-11-14,2023-11-15,22,2023-10-14,Denied,2023-10-19,Email,Steven Welch,True,2 leaves in the past year,13,23,True,Good,No comments,None,Murray Ltd
33918e24-36de-4240-9c8d-3c1b9373de46,Drew Wells,55,Other,IT,Arboriculturist,Jeffrey Nguyen,796-892-2681,992-276-6001x83258,Annual,Medical treatment,2023-11-05,2023-12-02,2023-12-03,27,2023-11-02,Approved,2023-11-04,Phone call,Victoria Armstrong,False,2 leaves in the past year,14,30,True,Good,No issues,None,Jones LLC
6ca0e06b-491a-4b24-a274-9f77cc9607db,Patricia Johnson,19,Male,Operations,"Engineer, broadcasting (operations)",Matthew Perez,937-957-9412x976,971-224-1863x63059,Paternity,Family obligation,2023-10-06,2023-10-16,2023-10-17,10,2023-10-05,Denied,2023-10-03,Phone call,David Doyle,False,0 leaves in the past year,10,12,False,Good,No comments,None,"Walters, Solis and Bell"
017c40ad-c71e-4169-94e6-2006840ce72b,Phillip Taylor,30,Female,IT,"Lecturer, higher education",Kim Rogers,(830)775-6569,651-780-4899,Annual,Family obligation,2023-07-30,2023-08-21,2023-08-22,22,2023-07-24,Approved,2023-07-25,Phone call,Brenda Jones,True,4 leaves in the past year,29,22,True,Good,Requires follow-up,None,Horton LLC
29256659-6e22-4255-8a57-cb7aabe7628c,Kayla Gonzalez,38,Other,HR,Field trials officer,Thomas Bartlett,441-916-2775,001-286-493-0255,Paternity,Family obligation,2024-03-14,2024-03-16,2024-03-17,2,2024-03-05,Approved,2024-03-09,Email,Jeremiah Meyer,False,4 leaves in the past year,21,27,True,Good,No comments,None,"Richardson, Boyd and Merritt"
46fa6622-4fca-4fca-90c5-f8f8234602fc,Melissa Schaefer,31,Female,Operations,Tree surgeon,Benjamin Wright,552-536-5280,001-687-685-5809x89208,Sick,Educational course,2024-02-26,2024-03-20,2024-03-21,23,2024-02-20,Approved,2024-02-25,Email,Julian Robinson,False,4 leaves in the past year,4,23,False,Good,No comments,easy.pages,"Sandoval, Valdez and Vazquez"
9db51da2-4553-406c-ae7a-69e3e7f6f8bb,Rachel Kirk,37,Female,Marketing,Theatre manager,Jimmy Rhodes,255-789-9340x0852,001-320-912-4103x79278,Paternity,Educational course,2023-07-13,2023-07-29,2023-07-30,16,2023-07-07,Denied,2023-07-10,Email,Jose Jordan,False,5 leaves in the past year,1,14,False,Good,Requires follow-up,None,Wilson PLC
6ada7596-7a3c-464c-9c2a-aa1fbe0eb175,Ryan Navarro,64,Other,HR,Graphic designer,Kimberly Chan,+1-367-538-2441x8236,444.282.3903x5261,Maternity,Vacation travel,2024-03-05,2024-03-25,2024-03-26,20,2024-02-29,Approved,2024-03-05,Phone call,Ashley Lewis,True,1 leaves in the past year,17,19,False,Good,Reviewed,None,Good-Smith
9713513d-af1e-44d8-9aa6-2ed8ad74f7fb,Derek Monroe,30,Female,Operations,Chief of Staff,Brenda Armstrong,9453972418,001-232-393-3164x7854,Maternity,Medical treatment,2023-08-22,2023-08-23,2023-08-24,1,2023-08-15,Denied,2023-08-22,Phone call,Ryan Rivera,False,3 leaves in the past year,5,11,True,Good,Please update contact details,None,Keith-Jackson
ce37c243-7126-4d08-871a-c56e990faf70,Crystal Davis,64,Other,Sales,"Presenter, broadcasting",Megan Mcdowell,286.648.6292,960-386-3761x73892,Annual,Medical treatment,2023-07-09,2023-08-03,2023-08-04,25,2023-07-02,Denied,2023-07-04,Phone call,Sherry Noble,True,1 leaves in the past year,1,27,False,Good,No comments,None,Adams Ltd
218d06fb-3a48-4d54-934d-31c4293257c0,Mark Wells,52,Female,HR,Health service manager,Curtis Ewing,001-570-263-5352x46703,+1-571-904-0663x05940,Sick,Vacation travel,2023-07-29,2023-08-03,2023-08-04,5,2023-07-24,Approved,2023-07-29,Email,James Nelson,True,0 leaves in the past year,21,17,False,Good,Reviewed,American.ppt,"Caldwell, Gentry and Ramirez"
3f2e1617-fa21-45ab-894d-00b3aab4cedb,Michael Turner,47,Female,HR,Pensions consultant,Lisa King,+1-604-808-5079x5162,+1-853-784-6728x06802,Paternity,Medical treatment,2024-01-14,2024-01-19,2024-01-20,5,2024-01-04,Approved,2024-01-11,Phone call,Michael West,False,1 leaves in the past year,21,13,True,Good,No comments,American.wav,Holmes-Hurley
0ed4ceaa-074f-4d0f-a86c-8a13d43ce1b6,Jeffrey Carter,48,Other,Marketing,Building control surveyor,Michael Martin,+1-251-734-9845x8439,(341)526-6202x3869,Paternity,Family obligation,2023-10-24,2023-11-06,2023-11-07,13,2023-10-20,Approved,2023-10-20,Email,Cynthia Frost,True,5 leaves in the past year,4,24,True,Good,Requires follow-up,else.css,Jones-Bell
1460797a-888b-4114-b679-5104adfb030f,Joseph Stuart,34,Female,Sales,"Scientist, product/process development",Deborah Gonzales,(227)748-3779x782,(849)502-0307x5672,Annual,Vacation travel,2024-01-06,2024-01-20,2024-01-21,14,2024-01-01,Denied,2024-01-06,Phone call,Barbara Conner,False,4 leaves in the past year,12,25,False,Good,No comments,None,"Miller, Medina and Smith"
5d49488a-4bcc-4a19-ac22-41dbadecbaa1,Priscilla Shannon,18,Other,IT,Information systems manager,Jonathan Rose,(646)470-0780x4203,(323)493-9903x4753,Sick,Vacation travel,2024-03-11,2024-03-22,2024-03-23,11,2024-03-10,Approved,2024-03-09,Phone call,Robert Morris,True,2 leaves in the past year,1,12,False,Good,No issues,None,Ferguson LLC
eebd8652-aa08-43ef-9384-2a0d2fcbf638,Kristine Hernandez,45,Other,Marketing,Optometrist,Aaron Mcdonald,6373796647,552-405-3370x1709,Maternity,Vacation travel,2023-09-18,2023-10-18,2023-10-19,30,2023-09-12,Approved,2023-09-15,Phone call,Megan Chavez,True,3 leaves in the past year,12,21,False,Good,Reviewed,None,Phillips-Scott
a457f7f6-7cb2-49d1-9766-dbdaa46a9273,Jill Jackson,65,Female,Marketing,Network engineer,Jeanette Wells,001-551-906-9546x9356,651.386.4647,Maternity,Vacation travel,2023-12-30,2024-01-03,2024-01-04,4,2023-12-24,Approved,2023-12-29,Phone call,Jerry Espinoza,True,4 leaves in the past year,12,11,False,Good,No comments,None,Weber-Flynn
5cfedec6-896d-4291-bdc1-5fcbea2d3696,Heather Mitchell,18,Male,IT,"Research officer, trade union",Ashley Gibbs,001-539-668-5401x513,664-802-8605,Maternity,Family obligation,2023-06-16,2023-07-10,2023-07-11,24,2023-06-13,Approved,2023-06-16,Email,Sandra Flores,True,4 leaves in the past year,6,16,False,Good,Please update contact details,None,Adkins-Mitchell
a7571d63-f374-46c9-a92b-457dcd68d127,Patrick Martinez,59,Female,Marketing,Probation officer,Jared Bishop,001-689-717-1850x91217,841.456.2952,Sick,Family obligation,2023-12-13,2023-12-26,2023-12-27,13,2023-12-05,Denied,2023-12-10,Phone call,Daniel Butler,True,3 leaves in the past year,24,18,True,Good,Requires follow-up,provide.wav,Davidson-Rose
82bd3c15-bd5b-49f2-8543-64a4b153a2ba,Tanner Haas,62,Male,Operations,Freight forwarder,Christian Friedman MD,342-484-9751,(770)475-1586x05853,Annual,Medical treatment,2023-09-14,2023-10-09,2023-10-10,25,2023-09-12,Approved,2023-09-10,Phone call,Raymond Pope,True,0 leaves in the past year,7,17,False,Good,No comments,environmental.txt,Beck LLC
2f2f17ae-3dcd-4e22-86e3-1196aa86b0fd,Brandon Morgan,32,Other,Marketing,"Scientist, physiological",Kelly Mayo,+1-434-597-6180x9674,(371)942-4727,Annual,Educational course,2023-07-04,2023-07-24,2023-07-25,20,2023-06-29,Approved,2023-06-30,Email,Mr. Victor Sanchez Jr.,True,3 leaves in the past year,7,15,True,Good,No issues,political.webm,Martinez-Anderson
a1c5babd-63ef-4b4f-84e5-92e52165b533,Thomas Brooks,52,Female,HR,Materials engineer,William Weiss,3139457789,823-651-6803,Annual,Educational course,2023-06-17,2023-06-26,2023-06-27,9,2023-06-14,Denied,2023-06-15,Phone call,Erik Elliott,False,0 leaves in the past year,18,20,False,Good,No comments,evening.webm,Maldonado-Browning
77d2a78b-02ea-4a46-b71b-d9d6f76680b2,Molly Martin,25,Female,Sales,Chartered management accountant,Anne Bond,(299)305-3006x016,796-933-8547,Maternity,Medical treatment,2023-11-22,2023-11-24,2023-11-25,2,2023-11-17,Approved,2023-11-18,Phone call,Emily Munoz,False,3 leaves in the past year,27,27,False,Good,Requires follow-up,None,"Wilcox, Flowers and James"
8f47dc36-45b8-4746-988a-230cf5e5ca9a,John Espinoza,46,Other,HR,Ranger/warden,Joseph Williams,001-528-756-5204,+1-950-945-9621x891,Annual,Educational course,2023-08-06,2023-09-04,2023-09-05,29,2023-08-05,Denied,2023-08-01,Phone call,Aaron Adams,True,4 leaves in the past year,22,22,True,Good,Reviewed,None,Cook-Reynolds
0b5261ee-0299-43b4-8ee7-c7e72893a883,Diane Smith,64,Other,HR,"Runner, broadcasting/film/video",Emily Watkins,+1-825-943-4907,275-882-9022x40330,Maternity,Family obligation,2024-04-16,2024-05-16,2024-05-17,30,2024-04-15,Denied,2024-04-12,Email,Kathleen Barnes,True,4 leaves in the past year,10,11,True,Good,No comments,arm.jpg,Gonzalez and Sons
b21fe819-88aa-437d-b613-3474ce9c7b74,William Nelson,64,Male,Sales,Quantity surveyor,Jessica Hampton,2269072665,4109163633,Sick,Educational course,2024-01-18,2024-01-23,2024-01-24,5,2024-01-11,Denied,2024-01-13,Phone call,Tyler Brown,True,2 leaves in the past year,10,11,True,Good,No comments,wall.mp3,"Miller, Tanner and Thompson"
76f68ec1-d59b-4bff-aad6-a92c5c184021,Scott Williams,57,Other,Operations,Commercial horticulturist,Lindsey Crosby,+1-304-331-7536x1983,+1-677-599-7419x812,Maternity,Medical treatment,2023-06-05,2023-06-12,2023-06-13,7,2023-05-29,Approved,2023-06-04,Phone call,Jill Knox,False,1 leaves in the past year,1,11,False,Good,No comments,where.flac,"Marquez, Davis and Carson"
1761b8ee-38d9-4f61-ab0e-2d2341bc9007,Whitney Flores,40,Male,Marketing,Adult guidance worker,Karen Johnson,448-620-9281x478,426-645-4338,Maternity,Educational course,2023-08-06,2023-08-07,2023-08-08,1,2023-07-29,Denied,2023-08-04,Email,Tiffany Woods,False,5 leaves in the past year,8,29,False,Good,No comments,None,"Doyle, Palmer and Suarez"
6399274b-5b99-493a-9d35-f83ce977ad86,Shannon Hebert,44,Male,Marketing,Insurance claims handler,Matthew Serrano,(783)759-8552x52093,9337611723,Paternity,Family obligation,2023-11-18,2023-12-03,2023-12-04,15,2023-11-11,Approved,2023-11-18,Phone call,Danny Davis,True,0 leaves in the past year,13,26,True,Good,No comments,None,"Buchanan, Mcintyre and Hudson"
695d552b-cafb-4fe4-a9d3-92749d18a4a9,Michele Wagner,51,Female,Marketing,Fine artist,Alyssa Mooney,4313456224,(821)274-9300,Annual,Medical treatment,2023-06-23,2023-07-13,2023-07-14,20,2023-06-17,Denied,2023-06-19,Email,Robert Meyer,False,5 leaves in the past year,17,26,True,Good,No comments,little.csv,White-Flynn
81fdc4fc-20b0-497c-a811-07fba9b77413,Dr. Brandi Williams,20,Other,Marketing,Speech and language therapist,Dawn Davis,906.411.2935x48090,001-737-845-9929x6285,Sick,Family obligation,2023-08-24,2023-09-14,2023-09-15,21,2023-08-17,Approved,2023-08-19,Email,Carlos King,False,2 leaves in the past year,19,17,True,Good,No comments,husband.numbers,"Graham, Kirk and Hines"
9b92758e-ecc0-4139-8aa3-48a22cf09b7e,Rebecca Becker,28,Other,Marketing,Technical author,Hannah Smith,001-998-997-6056,559.601.3085x687,Maternity,Family obligation,2024-01-25,2024-02-18,2024-02-19,24,2024-01-15,Approved,2024-01-20,Phone call,Carl Moore,True,0 leaves in the past year,26,11,True,Good,Requires follow-up,build.txt,"Reyes, Hayes and Robinson"
f001cec0-ee9b-4c66-bcba-579d913594ec,William Ramirez,32,Other,Operations,Regulatory affairs officer,Maria Shepherd,+1-506-991-2401x2304,+1-286-798-8793,Paternity,Educational course,2023-08-07,2023-08-09,2023-08-10,2,2023-07-28,Denied,2023-08-03,Phone call,Carl Shaw,True,4 leaves in the past year,18,25,True,Good,Requires follow-up,None,"Martinez, Carter and Mayo"
d506e69d-dde9-498d-baee-f50d9b5457d4,Jennifer Baker,40,Other,HR,Aid worker,Robert Garcia,+1-742-908-1306x9939,(479)667-7416,Sick,Medical treatment,2024-03-13,2024-04-12,2024-04-13,30,2024-03-04,Denied,2024-03-12,Email,Shelia Harris,False,2 leaves in the past year,6,24,False,Good,No comments,None,Fowler Group
5ef3977c-d52e-4d3f-aed2-3f1301f78ef9,Timothy Anderson,48,Female,Marketing,Armed forces logistics/support/administrative officer,Brian King,(745)207-7443x5329,325.600.5018x1322,Paternity,Vacation travel,2023-05-12,2023-05-19,2023-05-20,7,2023-05-08,Approved,2023-05-10,Phone call,Angela Morales,False,1 leaves in the past year,20,11,True,Good,No comments,None,"Jones, Garrison and Friedman"
2bff2e61-201b-49c6-b6cc-a7134f6777de,David Campbell,60,Female,Sales,Health promotion specialist,Joan Solis,(370)556-9488x706,660.561.2633x5388,Maternity,Family obligation,2023-07-26,2023-08-16,2023-08-17,21,2023-07-22,Denied,2023-07-26,Phone call,Michelle Stone,True,3 leaves in the past year,5,17,False,Good,No comments,blue.docx,Brewer-Caldwell
3052c33b-7c5f-4cfa-8c87-e8aabd8f0724,Donald Keller,61,Other,Marketing,Product manager,Adam Thornton,869-398-2489x51190,(359)212-0054x6430,Maternity,Medical treatment,2024-03-05,2024-03-08,2024-03-09,3,2024-02-25,Approved,2024-03-01,Phone call,Travis Barajas,True,0 leaves in the past year,14,28,False,Good,No comments,bag.gif,Luna-Lewis
03efc5d0-31f6-4ad2-9f12-7ac7b8e03875,Lisa Vargas,62,Female,Operations,Private music teacher,Sarah King,(649)704-0000,328.609.5528,Paternity,Educational course,2023-06-17,2023-06-18,2023-06-19,1,2023-06-15,Denied,2023-06-16,Phone call,Julie Boyd,True,5 leaves in the past year,30,13,True,Good,No issues,None,Weaver-White
c8b000c5-7670-412a-881c-9d8f0f4f39f1,Christine Rodriguez,42,Other,Marketing,"Engineer, building services",Michael Griffin,879-853-9593x45880,+1-860-901-5449,Maternity,Vacation travel,2024-01-14,2024-01-22,2024-01-23,8,2024-01-07,Denied,2024-01-09,Email,Jeremy Wilson,True,5 leaves in the past year,18,15,False,Good,No comments,property.css,"Davis, Best and Nguyen"
754bc7ed-0106-41d8-8396-807380a8016a,Nathaniel Chang,42,Other,HR,Toxicologist,Kimberly Price,+1-500-707-7146x120,886.579.7277x143,Paternity,Educational course,2023-07-15,2023-07-22,2023-07-23,7,2023-07-07,Denied,2023-07-10,Email,Johnny Phelps,True,3 leaves in the past year,23,26,False,Good,No issues,wish.wav,"Bryan, Hernandez and Walls"
91302b81-bd25-40e7-927f-7662de51a1ee,Melanie Perez,54,Male,Sales,"Scientist, marine",David Hill,+1-264-365-9689,8805384437,Maternity,Medical treatment,2023-09-13,2023-10-06,2023-10-07,23,2023-09-09,Denied,2023-09-12,Phone call,Diane Wilson,False,2 leaves in the past year,27,11,False,Good,No issues,None,"Martin, Welch and Castillo"
8b9f391d-3202-4a64-8b00-86bd2b99c37f,Betty Hicks,60,Female,Marketing,"Horticulturist, commercial",April Thomas,4192152591,+1-597-834-0131x6390,Sick,Vacation travel,2024-03-24,2024-04-02,2024-04-03,9,2024-03-20,Approved,2024-03-20,Phone call,Jennifer Gilbert,True,4 leaves in the past year,21,21,False,Good,No comments,None,Santiago-Moore
00169c88-ab70-49e5-a791-013fb68241ea,Cheryl Lopez,60,Male,Marketing,Customer service manager,Penny Torres,001-629-777-2293x317,453.459.8015x9153,Maternity,Vacation travel,2023-12-05,2023-12-22,2023-12-23,17,2023-12-03,Approved,2023-11-30,Phone call,Benjamin Farmer,True,1 leaves in the past year,13,14,True,Good,Please update contact details,None,Black PLC
f73fa528-43a8-4004-b36f-da99466ee281,James Davis,30,Female,IT,Electronics engineer,Francisco Sherman,387-638-1628x7106,659.831.2533,Maternity,Educational course,2024-02-12,2024-03-06,2024-03-07,23,2024-02-02,Approved,2024-02-10,Email,Meghan Wolfe,False,1 leaves in the past year,5,16,True,Good,No comments,None,Ray-Pitts
